Id, name, nation, day of birth, points, category, weight, gender
22013, JAGHOUB Amro, Jordan, 11-11-1111, 1.75, youth, -63, male
22014, ALMEIDA COSTA de Pedro Henrique, Brazil, 11-11-1111, 1.75, youth, -63, male
22015, MOSTELLER Barron, United States of America, 11-11-1111, 1.75, youth, -63, male
22016, CHANG Jui-En, Taiwan, 11-11-1111, 1.75, youth, -63, male
22017, PAUL Iestyn, United Kingdom of Great Britai, 11-11-1111, 1.75, youth, -63, male
22018, MALIK Merey, Kazakhstan, 11-11-1111, 1.75, youth, -63, male
22019, HUANG Yu-Jui, Taiwan, 11-11-1111, 1.75, youth, -63, male
22020, AHMED ADEL, Egypt, 11-11-1111, 1.75, youth, -63, male
22021, HERNANDEZ Renato, Nicaragua, 11-11-1111, 1.75, youth, -63, male
22022, KANALBAYEV Yerzat, Kazakhstan, 11-11-1111, 1.75, youth, -63, male
22023, BADEM Yusuf, Turkey, 11-11-1111, 1.75, youth, -63, male
22024, SUKAIM Suphawit, Thailand, 11-11-1111, 1.75, youth, -63, male
22025, IBRAHIM Ahmed Yasser Fathy, Egypt, 11-11-1111, 1.75, youth, -63, male
22026, BLLACA Denis, Kosovo, 11-11-1111, 1.69, youth, -63, male
22027, DARAS Zaid, Jordan, 11-11-1111, 1.69, youth, -63, male
22028, REIS Tiago, Portugal, 11-11-1111, 1.63, youth, -63, male
22029, REGUERA ESCALERA Sergio, Spain, 11-11-1111, 1.63, youth, -63, male
22030, CHEVEZ BEJARANO John Josué, Costa Rica, 11-11-1111, 1.63, youth, -63, male
22031, RIOS Agustin, Chile, 11-11-1111, 1.63, youth, -63, male
22032, MALAJ Justi, Albania, 11-11-1111, 1.63, youth, -63, male
22033, LEO BLAS di Mateo, Argentina, 11-11-1111, 1.63, youth, -63, male
22034, ABDELGAWAD Hussein, Egypt, 11-11-1111, 1.63, youth, -63, male
22035, SANCHIS ORTEGA Izan, Spain, 11-11-1111, 1.63, youth, -63, male
22036, MARIN Alexandru Cristian, Romania, 11-11-1111, 1.63, youth, -63, male
22037, PETREA Ciprian, Moldova, 11-11-1111, 1.63, youth, -63, male
22038, TONCIC Matija, Serbia, 11-11-1111, 1.63, youth, -63, male
22039, SANTAS Kadir, Turkey, 11-11-1111, 1.63, youth, -63, male
22040, AKEL Romet, Estonia, 11-11-1111, 1.63, youth, -63, male
22041, OZDEMIR Eren, Turkey, 11-11-1111, 1.63, youth, -63, male
22042, DAVIDS Phillip, Germany, 11-11-1111, 1.6, youth, -63, male
22043, KORPE Omer Furkan, Turkey, 11-11-1111, 1.59, youth, -63, male
22044, ALTINGOZ Cemil Tarik, Turkey, 11-11-1111, 1.5, youth, -63, male
22045, LEWANDOWSKI Dominik, Poland, 11-11-1111, 1.5, youth, -63, male
22046, AYDOGAN Hamza Osman, Turkey, 11-11-1111, 1.5, youth, -63, male
22047, SALDANA MENESES Erick Raphael, Ecuador, 11-11-1111, 1.5, youth, -63, male
22048, GEORGIEV Vladimir, Bulgaria, 11-11-1111, 1.5, youth, -63, male
22049, ATENI Tekuramana, French Polynesia, 11-11-1111, 1.5, youth, -63, male
22050, ALZGHOOL Almahdi, Canada, 11-11-1111, 1.5, youth, -63, male
22051, SHUIQR Mohammad, Jordan, 11-11-1111, 1.5, youth, -63, male
22052, FORTIN Jacob, Canada, 11-11-1111, 1.5, youth, -63, male
22053, VALLADARES VASQUEZ Alex Ricardo, Honduras, 11-11-1111, 1.5, youth, -63, male
22054, BUENAVENTURA Luke, United States of America, 11-11-1111, 1.5, youth, -63, male
22055, AGUILERA Rodrigo, Bolivia, 11-11-1111, 1.5, youth, -63, male
22056, REYES GOYA Leandro, Ecuador, 11-11-1111, 1.5, youth, -63, male
22057, GKOLEMIS Ioannis Christos, Greece, 11-11-1111, 1.5, youth, -63, male
22058, JURKIC Miro, Hrvatska, 11-11-1111, 1.5, youth, -63, male
22059, KAUDELKA Ananda Leon, Thailand, 11-11-1111, 1.5, youth, -63, male
22060, ENRIQUEZ Marcos, United States of America, 11-11-1111, 1.5, youth, -63, male
22061, AL-ZOUBI Yaman, Jordan, 11-11-1111, 1.5, youth, -63, male
22062, ZADEH Barbod, Canada, 11-11-1111, 1.5, youth, -63, male
22063, ORTEGA GALARZA Jaicol Ivan, Ecuador, 11-11-1111, 1.5, youth, -63, male
22064, MUNYAS Ceyhun Can, Turkey, 11-11-1111, 1.5, youth, -63, male
22065, DUONG Huu Dat, Viet Nam, 11-11-1111, 1.5, youth, -63, male
22066, HUTOMO Allan Raditya, Indonesia, 11-11-1111, 1.5, youth, -63, male
22067, PENAREDONDO Legolas, Philippines, 11-11-1111, 1.5, youth, -63, male
22068, CHIN Regan Guan Cong, Singapore, 11-11-1111, 1.5, youth, -63, male
22069, RUIZ ESPINOZA Angel Cristobal, Mexico, 11-11-1111, 1.5, youth, -63, male
22070, SHYNARBEK Zhaksylyk, Kazakhstan, 11-11-1111, 1.5, youth, -63, male
22071, GERARDIS Georgios, Greece, 11-11-1111, 1.5, youth, -63, male
22072, MONDACA-WANG Ian, United States of America, 11-11-1111, 1.5, youth, -63, male
22073, PAZOS PAVON Anxo, Spain, 11-11-1111, 1.5, youth, -63, male
22074, FERNANDEZ GARCIA Tomas, Spain, 11-11-1111, 1.5, youth, -63, male
22075, STORCHAK Danylo, Ukraine, 11-11-1111, 1.5, youth, -63, male
22076, GARCIA DAVILA Gustavo Andres, Puerto Rico, 11-11-1111, 1.5, youth, -63, male
22077, PARK Hyun, Korea, 11-11-1111, 1.5, youth, -63, male
22078, LENCO Ilya, Canada, 11-11-1111, 1.5, youth, -63, male
22079, BEN ALI Yassine, Tunisia, 11-11-1111, 1.5, youth, -63, male
22080, MOHAMED SOBHY ABDEL AZIZ Moaz, Egypt, 11-11-1111, 1.5, youth, -63, male
22081, MOHAMED HISHAM ABDELGHANY Arslan, Egypt, 11-11-1111, 1.5, youth, -63, male
22082, KOMATINA Ognjen, Montenegro, 11-11-1111, 1.5, youth, -63, male
22083, ABUHATAB Nouredeen, Palestinian Territory, 11-11-1111, 1.44, youth, -63, male
22084, HAYTHAM HATEM Youssef, Egypt, 11-11-1111, 1.41, youth, -63, male
22085, BULATOVIC Nikolaj, Slovenia, 11-11-1111, 1.38, youth, -63, male
22086, MAZZOUZ Ryad, France, 11-11-1111, 1.38, youth, -63, male
22087, MIHAJLOVIC Vuk, Serbia, 11-11-1111, 1.38, youth, -63, male
22088, MYLONAS Angelos, Greece, 11-11-1111, 1.38, youth, -63, male
22089, HABURAJ Jakub, Slovakia, 11-11-1111, 1.31, youth, -63, male
22090, AGUILLAR CABALLERO Marcos, Spain, 11-11-1111, 1.31, youth, -63, male
22091, DUGAC Grga, Hrvatska, 11-11-1111, 1.31, youth, -63, male
22092, LOMARTIRE Matias, Italy, 11-11-1111, 1.25, youth, -63, male
22093, CREP Matija, Hrvatska, 11-11-1111, 1.25, youth, -63, male
22094, RAMANENKA Matvei, Belarus, 11-11-1111, 1.25, youth, -63, male
22095, MICHAEL Demetrios, Cyprus, 11-11-1111, 1.25, youth, -63, male
22096, AKRAMOV Oyatullokh, Uzbekistan, 11-11-1111, 1.25, youth, -63, male
22097, BOUKADOUM Naoufel, Algeria, 11-11-1111, 1.25, youth, -63, male
22098, MARCHENKO Mykola, Ukraine, 11-11-1111, 1.25, youth, -63, male
22099, ENKHTUR Tsogjavkhlant, Mongolia, 11-11-1111, 1.25, youth, -63, male
22100, MAMMAZADA Khan, Azerbaijan, 11-11-1111, 1.25, youth, -63, male
22101, DANIELYAN Valter, Armenia, 11-11-1111, 1.25, youth, -63, male
22102, ALHEDDI Abdulla, Bahrain, 11-11-1111, 1.25, youth, -63, male
22103, JAFARI Parsa, Iran, 11-11-1111, 1.25, youth, -63, male
22104, VAREJAO Dinis, Portugal, 11-11-1111, 1.25, youth, -63, male
22105, ANAS Jebali, Tunisia, 11-11-1111, 1.25, youth, -63, male
22106, ABOU JAOUDE Carlos, Lebanon, 11-11-1111, 1.25, youth, -63, male
22107, ISMAYILZADA Nijat, Azerbaijan, 11-11-1111, 1.25, youth, -63, male
22108, YURKO Oleksii, Ukraine, 18-05-2005, 1.25, youth, -63, male
22109, GHERMAN Darius Andrei, Romania, 11-11-1111, 1.25, youth, -63, male
22110, KONCHINOV Egor, Russian Federation, 11-11-1111, 1.25, youth, -63, male
22111, STEFAN Ionita, Romania, 11-11-1111, 1.25, youth, -63, male
22112, KOMATINA Andrea, Montenegro, 11-11-1111, 1.25, youth, -63, male
22113, ALHROUB Zaid, Jordan, 11-11-1111, 1.25, youth, -63, male
22114, BAKYT Yerkebulan, Kazakhstan, 11-11-1111, 1.25, youth, -63, male
22115, NEVLACIL Erik, Slovakia, 11-11-1111, 1.25, youth, -63, male
22116, SEGURA Martin, Chile, 11-11-1111, 1.25, youth, -63, male
22117, BOBEKAR Seddik, Andorra, 11-11-1111, 1.25, youth, -63, male
22118, HUANG Yi-Cheng, Taiwan, 11-11-1111, 1.25, youth, -63, male
22119, HASSAN Abarkan, Morocco, 11-11-1111, 1.25, youth, -63, male
22120, NOAH ANTONIO Quinones Scott, Ecuador, 11-11-1111, 1.25, youth, -63, male
22121, JUHASZ Martin, Hungary, 11-11-1111, 1.25, youth, -63, male
22122, ARMANSIO Daniel Mario, Indonesia, 11-11-1111, 1.25, youth, -63, male
22123, HAYTHAM HATEM Yassin, Egypt, 11-11-1111, 1.25, youth, -63, male
22124, SHIN Juhwan, Korea, 11-11-1111, 1.25, youth, -63, male
22125, MURAD Moayed, United Arab Emirates, 11-11-1111, 1.25, youth, -63, male
22126, MUKHAMETKARYMOV Anuar, Kazakhstan, 11-11-1111, 1.25, youth, -63, male
22127, PUNCEC Domagoj, Hrvatska, 11-11-1111, 1.25, youth, -63, male
22128, LACHMAN Shivan, Netherlands, 11-11-1111, 1.25, youth, -63, male
22129, TOURE Ibrahim, Cote d'Ivoire, 11-11-1111, 1.25, youth, -63, male
22130, ZARIFEH Fouad, Lebanon, 11-11-1111, 1.25, youth, -63, male
22131, RODRIGUEZ MIRANDA Joaquin, Peru, 11-11-1111, 1.25, youth, -63, male
22132, DUANES MACHADO Yorman Alejandro, Cuba, 11-11-1111, 1.25, youth, -63, male
22133, INAMOV Abdurasul, Uzbekistan, 11-11-1111, 1.25, youth, -63, male
22134, PENNIELLO Emanuele, Italy, 11-11-1111, 1.25, youth, -63, male
22135, ABDEL HALIM Khaled, Germany, 11-11-1111, 1.25, youth, -63, male
22136, PEREIRA de JESUS Luiz Guilherme, Brazil, 11-11-1111, 1.25, youth, -63, male
22137, DHILLON Rowan, Canada, 11-11-1111, 1.25, youth, -63, male
22138, SAYAD Ahmad, Syrian, 11-11-1111, 1.25, youth, -63, male
22139, SOKOLENKO Peter, United States of America, 11-11-1111, 1.25, youth, -63, male
22140, TORKHANI Muhammed Ilyas ben Ahmed, Denmark, 11-11-1111, 1.19, youth, -63, male
22141, MANOLE Alin, Moldova, 11-11-1111, 1.16, youth, -63, male
22142, FALCO Antonio, Italy, 11-11-1111, 1.14, youth, -63, male
22143, DOYLE Ryan, Ireland, 11-11-1111, 1.13, youth, -63, male
22144, BRANKOVIC Jovan, Serbia, 11-11-1111, 1.13, youth, -63, male
22145, MOYSIADIS Dimitrios, Greece, 11-11-1111, 1.13, youth, -63, male
22146, DULIN Bailey, United States of America, 11-11-1111, 1.13, youth, -63, male
22147, DOLAT Piotr, Poland, 11-11-1111, 1.13, youth, -63, male
22148, FALTMAN Albin, Sweden, 02-02-2005, 1.13, youth, -63, male
22149, EFFORI Simone, Italy, 11-11-1111, 1.13, youth, -63, male
22150, MINER Nathen, United States of America, 11-11-1111, 1.13, youth, -63, male
22151, STURZ VUJADINOVIC Petar, Hrvatska, 11-11-1111, 1.13, youth, -63, male
22152, SAEZ Pablo, France, 11-11-1111, 1.11, youth, -63, male
22153, PETRENKO Iaroslav, Russian Federation, 11-11-1111, 1.1, youth, -63, male
22154, CORAZZA Lukas, Austria, 11-11-1111, 1, youth, -63, male
22155, BEEKMAN Stan, Netherlands, 11-11-1111, 1, youth, -63, male
22156, CHAN Noah, Germany, 22-07-2005, 1, youth, -63, male
22157, HERRADOR IMEDIO Alejandro, Spain, 11-11-1111, 1, youth, -63, male
22158, CORONADO Cesar, Mexico, 11-11-1111, 0.97, youth, -63, male
22159, RÖDER Justus, Germany, 11-11-1111, 0.95, youth, -63, male
22160, ABDULLAEV Said, Russian Federation, 11-11-1111, 0.89, youth, -63, male
22161, KHAMIDULLAEV Abdulaziz, Uzbekistan, 11-11-1111, 0.89, youth, -63, male
22162, PHELAN David, Ireland, 11-11-1111, 0.88, youth, -63, male
22163, HESHAM MOSTAFA ABDEL AAL Ali, Egypt, 11-11-1111, 0.88, youth, -63, male
22164, SPERBER Yotam, Israel, 11-11-1111, 0.88, youth, -63, male
22165, SANCHEZ GOMEZ Cesar Eduardo, Cuba, 11-11-1111, 0.88, youth, -63, male
22166, ROSALES Juan Pablo, Argentina, 11-11-1111, 0.88, youth, -63, male
22167, SALAMOV Tundzhai, Russian Federation, 11-11-1111, 0.88, youth, -63, male
22168, ALIMZHANOV Zharas, Kazakhstan, 11-11-1111, 0.88, youth, -63, male
22169, COVARRUBIAS VERA Patricio Alejandro, Chile, 11-11-1111, 0.88, youth, -63, male
22170, KARIMI Seyed Mohammad Amin, Iran, 11-11-1111, 0.88, youth, -63, male
22171, ISMAIL Omar, United Arab Emirates, 11-11-1111, 0.88, youth, -63, male
22172, SANCHEZ Diego Miguel, Spain, 11-11-1111, 0.88, youth, -63, male
22173, BOTTON de CARVALHO Pedro Henrique, Brazil, 11-11-1111, 0.88, youth, -63, male
22174, PAZ GARCIA Luciano Valentin, Uruguay, 11-11-1111, 0.88, youth, -63, male
22175, DRAZKIEWICZ Igor, Poland, 11-11-1111, 0.88, youth, -63, male
22176, QUINONES SCOTT Noah Antonio, Ecuador, 11-11-1111, 0.88, youth, -63, male
22177, KARTAVYKH Kirill, Russian Federation, 11-11-1111, 0.88, youth, -63, male
22178, SAUER Keryann, France, 11-11-1111, 0.84, youth, -63, male
22179, SANTIAGO Jorge Enrique, Puerto Rico, 11-11-1111, 0.83, youth, -63, male
22180, DARDOUCHI RAISS Ayman, Belgium, 11-11-1111, 0.81, youth, -63, male
22181, KOWALSKI Mateusz, Poland, 11-11-1111, 0.81, youth, -63, male
22182, SITTEK Tomas, Czech Republic, 11-11-1111, 0.81, youth, -63, male
22183, GALLAND Warrick, Switzerland, 11-11-1111, 0.81, youth, -63, male
22184, BROWN Daniel, United Kingdom of Great Britai, 11-11-1111, 0.8, youth, -63, male
22185, SWEENEY Liam, Australia, 11-11-1111, 0.8, youth, -63, male
22186, NIKOLIC Matej, Hrvatska, 11-11-1111, 0.78, youth, -63, male
22187, KADYROV Abdurakhman, Russian Federation, 11-11-1111, 0.78, youth, -63, male
22188, MORADI Erfan, Iran, 11-11-1111, 0.77, youth, -63, male
22189, MEDINA LLERENA Fernando, Peru, 11-11-1111, 0.75, youth, -63, male
22190, HA Huy Hoang, Viet Nam, 11-11-1111, 0.75, youth, -63, male
22191, AZHAR Salim, Indonesia, 11-11-1111, 0.75, youth, -63, male
22192, BALIDO John Renzo, Philippines, 11-11-1111, 0.75, youth, -63, male
22193, HENG Tian Li, Malaysia, 11-11-1111, 0.75, youth, -63, male
22194, JIMENEZ RODRIGUEZ Juan Diego, Spain, 11-11-1111, 0.75, youth, -63, male
22195, MILANESE Flavio, Italy, 11-11-1111, 0.75, youth, -63, male
22196, THEODOSIOU Ilias, Greece, 11-11-1111, 0.75, youth, -63, male
22197, ANICHIN Ventsislav, Bulgaria, 11-11-1111, 0.75, youth, -63, male
22198, ELIYAHU Ezra, Israel, 11-11-1111, 0.75, youth, -63, male
22199, ABDULKAREEM Yaseen, Iraq, 11-11-1111, 0.75, youth, -63, male
22200, TOBIN Joshua, United Kingdom of Great Britai, 23-11-2005, 0.75, youth, -63, male
22201, ZIOLKOWSKI Milosz, Poland, 11-11-1111, 0.75, youth, -63, male
22202, MOHAMED Ahmed Amr, Egypt, 11-11-1111, 0.75, youth, -63, male
22203, MOHAMED KAMAL Ahmed, Egypt, 11-11-1111, 0.75, youth, -63, male
22204, DENHAM Anthony, United Kingdom of Great Britai, 11-11-1111, 0.75, youth, -63, male
22205, BHANDARI Om, Nepal, 11-11-1111, 0.75, youth, -63, male
22206, ENKHBAATAR Bilgudel, Mongolia, 11-11-1111, 0.75, youth, -63, male
22207, MHADHBI Youssef, Tunisia, 11-11-1111, 0.75, youth, -63, male
22208, LE Tuan, Viet Nam, 11-11-1111, 0.75, youth, -63, male
22209, ALMEIDA GARAU Jorge, Spain, 11-11-1111, 0.75, youth, -63, male
22210, CARTAGENA Jose Jacob, Philippines, 11-11-1111, 0.75, youth, -63, male
22211, MOSTAFA ZAKI Abdullah, Egypt, 11-11-1111, 0.75, youth, -63, male
22212, ANDERS MARROQUIN Emiliano, Mexico, 11-11-1111, 0.75, youth, -63, male
22213, GEGAJ Lleo, Montenegro, 11-11-1111, 0.75, youth, -63, male
22214, MARKOU Konstantinos, Greece, 11-11-1111, 0.75, youth, -63, male
22215, KOMEKBAY Aldiyar, Kazakhstan, 11-11-1111, 0.75, youth, -63, male
22216, AL-AMERI Mohamed Jawad, Yemen, 11-11-1111, 0.75, youth, -63, male
22217, YAQOUB Hamdan, United Arab Emirates, 11-11-1111, 0.75, youth, -63, male
22218, AL-SINANI Omar, Oman, 11-11-1111, 0.75, youth, -63, male
22219, AMAN Omar, Egypt, 11-11-1111, 0.75, youth, -63, male
22220, ABDELAZIZ Omar, Egypt, 11-11-1111, 0.75, youth, -63, male
22221, AHMED ABDELKADER HASSAN MOHAMED AHMED Hassan, Egypt, 11-11-1111, 0.75, youth, -63, male
22222, BAEZ David Gabriel, Argentina, 11-11-1111, 0.75, youth, -63, male
22223, MAHMOUD Mohamed Adel, Egypt, 11-11-1111, 0.75, youth, -63, male
22224, LIU Jonathan, Canada, 11-11-1111, 0.75, youth, -63, male
22225, BASTAUBEKOV Meiirlan, Kazakhstan, 11-11-1111, 0.75, youth, -63, male
22226, ALZOUABI Owais, Jordan, 11-11-1111, 0.75, youth, -63, male
22227, LA RAGIONE Stefano Junior, Italy, 11-11-1111, 0.75, youth, -63, male
22228, SHLOUL Tareq, Jordan, 11-11-1111, 0.75, youth, -63, male
22229, PSARAS Stefanos, Cyprus, 11-11-1111, 0.75, youth, -63, male
22230, PASSEL van Guillaume, Belgium, 11-11-1111, 0.75, youth, -63, male
22231, CERVANTES QUINTERO Axel Gerardo, Mexico, 11-11-1111, 0.75, youth, -63, male
22232, SANTINELLI Christian, Italy, 11-11-1111, 0.75, youth, -63, male
22233, KIM Matthew, United States of America, 11-11-1111, 0.75, youth, -63, male
22234, JARAJREH Mohammad, Jordan, 11-11-1111, 0.75, youth, -63, male
22235, OZCAN Yigit, Turkey, 11-11-1111, 0.75, youth, -63, male
22236, AL MUSHRIF Nazer Ahmed, Saudi Arabia, 11-11-1111, 0.75, youth, -63, male
22237, BRUAL Evarjohn, United States of America, 11-11-1111, 0.75, youth, -63, male
22238, SALAS HERNANDEZ Olman, Costa Rica, 11-11-1111, 0.75, youth, -63, male
22239, YOUSIF Yazan Bassam, Jordan, 11-11-1111, 0.75, youth, -63, male
22240, DUJIC Toni, Hrvatska, 11-11-1111, 0.75, youth, -63, male
22241, SCUTARU Tristan, Moldova, 11-11-1111, 0.75, youth, -63, male
22242, HILAL Yassine, Canada, 11-11-1111, 0.75, youth, -63, male
22243, RAMIREZ NAVARRO Daniel, Costa Rica, 11-11-1111, 0.75, youth, -63, male
22244, GIANNOPOULOS Andreas, Greece, 11-11-1111, 0.75, youth, -63, male
22245, CASTILLO VARGAS Gilberth, Costa Rica, 11-11-1111, 0.75, youth, -63, male
22246, WRIGHT Oakley, United Kingdom of Great Britai, 11-11-1111, 0.75, youth, -63, male
22247, CAKIR Nusret Efe, Turkey, 11-11-1111, 0.75, youth, -63, male
22248, ZUNZARREN ELVERDIN Inigo, Spain, 11-11-1111, 0.75, youth, -63, male
22249, CAVUSMAN Aslan Eymen, Germany, 11-11-1111, 0.75, youth, -63, male
22250, VAZQUEZ GONZALEZ Lemuel, Puerto Rico, 11-11-1111, 0.75, youth, -63, male
22251, TOSUN Hikmet Faruk, Turkey, 11-11-1111, 0.75, youth, -63, male
22252, TUMAILLI MORENO Juan Sebastian, Ecuador, 11-11-1111, 0.75, youth, -63, male
22253, KNARVIK ANDRESEN Arne, Norway, 11-11-1111, 0.75, youth, -63, male
22254, TECTOR Connor, United States of America, 11-11-1111, 0.75, youth, -63, male
22255, ALSEDAH Anas, Jordan, 11-11-1111, 0.75, youth, -63, male
22256, DAXNER Leonard, Austria, 11-11-1111, 0.75, youth, -63, male
22257, EREMEEV Dmitrii, Russian Federation, 11-11-1111, 0.75, youth, -63, male
22258, DRESCHER Tim Kwan, Germany, 11-11-1111, 0.75, youth, -63, male
22259, BENNETT Matteo, Canada, 11-11-1111, 0.75, youth, -63, male
22260, GUNES Ahmet Eren, Turkey, 11-11-1111, 0.75, youth, -63, male
22261, ABDULLAH Ghassan, Jordan, 11-11-1111, 0.75, youth, -63, male
22262, SALAMA Agustin, Argentina, 11-11-1111, 0.75, youth, -63, male
22263, STANG Thiago Valentino, Argentina, 11-11-1111, 0.75, youth, -63, male
22264, EMADI Mohammad Mahdi, Iran, 11-11-1111, 0.74, youth, -63, male
22265, ARGUELLO MORA Sebastian, Costa Rica, 11-11-1111, 0.72, youth, -63, male
22266, KUCUKSUNGUR Furkan, Germany, 11-11-1111, 0.72, youth, -63, male
22267, NIKOLAOU Evangelos, Greece, 11-11-1111, 0.7, youth, -63, male
22268, SALEH Ghulam Mortaza, Afghanistan, 11-11-1111, 0.7, youth, -63, male
22269, SEJRANOVIC Leon, Australia, 11-11-1111, 0.7, youth, -63, male
22270, AIT NACER Ayoub, France, 11-11-1111, 0.69, youth, -63, male
22271, SETTA Hamad, Denmark, 11-11-1111, 0.69, youth, -63, male
22272, SAKELLARIOU Christos, Greece, 11-11-1111, 0.69, youth, -63, male
22273, AMRI Bassem, France, 11-11-1111, 0.69, youth, -63, male
22274, MISLJENOVIC Sasa, Hrvatska, 11-11-1111, 0.69, youth, -63, male
22275, FLOUSKOUNIS Xaralampos, Greece, 11-11-1111, 0.67, youth, -63, male
22276, USCIMIUK Sebastian, Poland, 11-11-1111, 0.66, youth, -63, male
22277, ALKHIBIRI Sami Faris, Saudi Arabia, 11-11-1111, 0.66, youth, -63, male
22278, BAKHTIARI Amir Sina, Iran, 11-11-1111, 0.66, youth, -63, male
22279, VILLA AGUILAR Adrian, Spain, 11-11-1111, 0.63, youth, -63, male
22280, GINARD CLEMENTE Xavier, Spain, 11-11-1111, 0.63, youth, -63, male
22281, SAMAHA Wassim, Lebanon, 11-11-1111, 0.63, youth, -63, male
22282, RODRIGUEZ Ronald, El Salvador, 11-11-1111, 0.63, youth, -63, male
22283, ZUNIGA Jonathan, Nicaragua, 11-11-1111, 0.63, youth, -63, male
22284, SPINOSO Juan Diego, Mexico, 11-11-1111, 0.63, youth, -63, male
22285, PAWLOWSKI Bartzosz, Poland, 11-11-1111, 0.63, youth, -63, male
22286, ASEF Elias, United Kingdom of Great Britai, 11-11-1111, 0.63, youth, -63, male
22287, SANCHEZ-DIAZ Omar, Puerto Rico, 11-11-1111, 0.63, youth, -63, male
22288, ZAGACETA BARDALES Rodrigo Enrique, Peru, 11-11-1111, 0.63, youth, -63, male
22289, MONASTYREV Sergey, Russian Federation, 11-11-1111, 0.63, youth, -63, male
22290, ALASSAF Mohamad, United Arab Emirates, 11-11-1111, 0.63, youth, -63, male
22291, TEPEA Teraiatea, French Polynesia, 11-11-1111, 0.63, youth, -63, male
22292, PEROVIC Gabriel, Hrvatska, 11-11-1111, 0.63, youth, -63, male
22293, KAMAGIANNIS Dimitrios Foivos, Greece, 11-11-1111, 0.63, youth, -63, male
22294, AGEENKO Erik, Russian Federation, 11-11-1111, 0.63, youth, -63, male
22295, COMPANY BONED Eduard, Spain, 11-11-1111, 0.63, youth, -63, male
22296, MELUCHA Kfir, Israel, 11-11-1111, 0.63, youth, -63, male
22297, SANCHEZ STEINMETZ Diego Miguel, Spain, 11-11-1111, 0.63, youth, -63, male
22298, FARAJ Khalid, Lebanon, 11-11-1111, 0.63, youth, -63, male
22299, GASHI Jon, Kosovo, 11-11-1111, 0.63, youth, -63, male
22300, LESMAY MAZORRA Pedro, Cuba, 11-11-1111, 0.63, youth, -63, male
22301, ESCALERA HERRERA Darien Adan, Mexico, 11-11-1111, 0.63, youth, -63, male
22302, BALDERRAMA COLQUE Jorge Andres, Bolivia, 11-11-1111, 0.63, youth, -63, male
22303, WALKER Kellen, United States of America, 11-11-1111, 0.63, youth, -63, male
22304, NUNEZ Leonardo Nicolas, Argentina, 11-11-1111, 0.63, youth, -63, male
22305, ABELOV Ziv, Israel, 11-11-1111, 0.63, youth, -63, male
22306, KORNEEV Lev, Russian Federation, 11-11-1111, 0.63, youth, -63, male
22307, NASR Marc, Lebanon, 11-11-1111, 0.63, youth, -63, male
22308, HAYRAPETYAN Aleksandr, Armenia, 11-11-1111, 0.63, youth, -63, male
22309, JIMENEZ ENERO Marcos, United States of America, 11-11-1111, 0.63, youth, -63, male
22310, MARCHENA FLORES Leonardo, Peru, 11-11-1111, 0.63, youth, -63, male
22311, HUSSAIN Ishaq, United Kingdom of Great Britai, 11-11-1111, 0.63, youth, -63, male
22312, GARCIA JIMENEZ Anthony, Cuba, 11-11-1111, 0.63, youth, -63, male
22313, IEPURAS Alexandru, Romania, 11-11-1111, 0.63, youth, -63, male
22314, GEORGIEV Victor, Bulgaria, 11-11-1111, 0.63, youth, -63, male
